Features,IDs
"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0.9986, 0.9778, 0, 0, 1.9638, 1.0925, 0.9832, 0, 0, 0.9995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9989, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0]",113523748745557
"[1, 0, 0, 1, 1, 1, 1, 1, 14.850900000000001, 3.9299999999999997, 6.1143, 0, 0, 10.6343, 5.5463000000000005, 1.8604, 0, 7.853, 9.5254, 2.9931, 0, 0, 0, 0, 0.9144, 0, 0, 0, 6.574, 0.8351, 0, 0, 0, 1, 2, 4, 4, 2, 3, 4, 1, 1, 1, 0, 1, 0, 0, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 6.6056, 0, 4.9615, 0, 0, 3.787, 5.9947, 1.9683000000000002, 0, 3.9367, 1.9405000000000001, 0.9985, 0, 0, 0, 0, 0, 0, 0, 1.8782, 2.9915000000000003, 0, 0.8904, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 2.9290000000000003, 0.7123, 0.9916, 0, 0, 2.4462, 1.9786000000000001, 0.989, 0.7701, 0, 2.9691, 0, 0, 0, 0, 0, 0, 0, 0, 0.8897, 1.9971999999999999, 0, 0, 0, 0, 5, 8, 4, 5, 3, 6, 7, 0, 1, 1, 0, 1, 0, 1, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 22.2521, 3.5141999999999998, 2.3832999999999998, 0, 0, 22.174400000000002, 5.9933, 4.9041999999999994, 0.9701, 8.4628, 21.1261, 3.9728, 0.3454, 0, 0, 0, 0, 0, 0, 0.9857, 15.9327, 0, 6.959300000000001, 0, 0, 2, 5, 0, 2, 1, 2, 0, 0, 1, 1, 0, 1, 0, 0, 1]",1468086266815937
"[1, 1, 1, 1, 1, 1, 1, 1, 1.9924, 1.9990999999999999, 1.8578999999999999, 0, 0, 3.7487, 0, 0, 0, 0.9862, 3.9705, 0.9986, 0, 0, 0, 0, 0, 0, 0, 0.7905, 1.9964, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1]",52850385745
"[1, 1, 0, 1, 1, 1, 1, 1, 7.011299999999999, 1.9854, 18.8152, 0, 0, 3.1672, 0, 1.0309, 0, 1.9677, 2.5241999999999996, 0, 0, 0, 0, 0, 0, 0, 0, 0.9968, 8.8536, 8.611799999999999, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",408282242636625
"[1, 0, 0, 1, 1, 1, 1, 1, 5.3020000000000005, 4.9758, 4.1796, 0, 0, 7.8124, 0, 0, 0, 3.8222, 2.9877, 1.9944, 0, 0, 0, 0, 0, 0, 0, 0.9941, 3.9869, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",408282242636625
"[1, 0, 0, 1, 1, 1, 1, 0, 4.8561, 0.9774, 8.8767, 0, 0, 11.495199999999999, 1.4086, 0.9967, 0, 4.5256, 3.9907, 0.9961, 0, 0, 1.9020000000000001, 0, 0, 0, 0, 1.9242, 8.9438, 0, 0.9614, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1]",113523748745557
"[1, 0, 0, 1, 1, 1, 1, 1, 6.569, 2.9488000000000003, 6.812199999999999, 0, 0, 13.035899999999998, 4.5681, 1.9949, 0, 2.992, 5.5458, 2.9887, 1.797, 0, 1.6457000000000002, 0, 0, 0, 0, 3.1001000000000003, 9.95, 0, 0.9473, 0, 0, 1, 4, 2, 2, 3, 2, 1, 2, 1, 1, 1, 1, 0, 0, 1]",113523748745557
"[1, 0, 0, 1, 1, 1, 1, 0, 1.8432, 0, 5.8262, 0, 0, 5.9596, 0, 0.5031, 0, 2.8248, 1.9731999999999998, 0.9975, 0, 0, 0, 0, 0, 0, 0, 0, 1.9837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 15.7649, 6.8188, 8.807400000000001, 0, 0, 16.828000000000003, 3.5879000000000003, 0.987, 0, 14.4622, 19.2905, 0.9991, 0, 0, 0, 0, 0, 0, 0, 0, 8.962299999999999, 0, 2.9596, 0, 0, 3, 6, 0, 2, 1, 5, 1, 1, 1, 1, 0, 1, 1, 0, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 2.6572999999999998, 0.9932, 0.9484, 0, 0, 3.9889, 2.1079, 1.9508999999999999, 0.9703, 2.9532, 0.9923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",408282242636625
"[1, 0, 0, 1, 1, 1, 1, 1, 8.3406, 0, 3.973, 0, 0, 7.0863000000000005, 2.5446, 0, 0, 2.8167999999999997, 0, 0, 0, 0, 0, 0, 0, 0.9789, 0, 0.986, 4.8474, 0, 0, 0, 0, 1, 3, 1, 1, 2, 1, 2, 0, 1, 1, 0, 1, 1, 0, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 3.5135, 6.847400000000001, 0.9984, 0, 0, 13.3174, 0, 1.4458000000000002, 0, 1.9986000000000002, 3.9789, 0.9968, 0, 0, 4.324199999999999, 0, 0, 0, 0, 0.5353, 4.9799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 10.608500000000001, 0, 15.862400000000001, 0, 0, 8.770299999999999, 1.9897, 0, 0, 9.9608, 13.941099999999999, 0, 0, 0, 0, 0, 0, 0, 0, 1.444, 4.900600000000001, 0, 0, 0, 0, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1680158918899563
"[1, 0, 0, 1, 1, 1, 1, 1, 2.9276999999999997, 1.9969000000000001, 0.9826, 0, 0, 1.999, 2.919, 1.9765, 0, 1.9897, 0.9807, 0.9989, 0, 0, 0, 0, 0, 0.9964, 0, 0, 4.83, 0, 0.994, 0, 0, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",408282242636625
"[1, 1, 0, 1, 1, 1, 1, 0, 8.126999999999999, 0.8479, 1.7743, 0, 0.7723, 4.9425, 1.9693, 1.9966, 0, 4.89, 3.9935, 0.9987, 0, 0, 0, 0, 0, 0, 0, 0, 0.9963, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",52850385745
"[1, 1, 1, 1, 1, 1, 1, 1, 6.0621, 2.4122, 2.0849, 0, 0, 6.8395, 1.3601, 1.2248, 2.1185, 2.6821, 4.4141, 1.9825, 0.8082, 0, 0, 0, 0, 0, 0, 1.9872, 2.9769, 0, 0.9841, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",113523748745557
"[1, 0, 0, 1, 1, 1, 1, 0, 5.9865, 0, 9.7007, 0, 0.9676, 3.9013, 0, 0, 0, 2.9542, 6.7398, 0, 0, 0, 0, 0, 0, 0.9836, 0, 0, 2.8808999999999996, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",951998221479788
"[1, 1, 1, 1, 1, 1, 1, 0, 8.0114, 0.6947, 5.356400000000001, 0, 0, 11.591199999999999, 6.6471, 1.8987, 0.5946, 1.9916, 3.4143999999999997, 0.9977, 0.9335, 0, 0, 0, 0, 0, 0, 1.9797, 5.978999999999999, 0.3045, 1.9447, 0, 0, 5, 4, 0, 1, 0, 6, 0, 0, 1, 0, 0, 1, 0, 1, 1]",233293443506311
"[1, 1, 1, 1, 1, 1, 1, 0, 9.5524, 0, 9.7441, 0, 0.9713, 3.9476999999999998, 3.1130999999999998, 0, 0, 4.9923, 7.9802, 0.9984, 0, 0, 0, 0, 0, 0, 0, 0.984, 4.8222000000000005, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",951998221479788
"[1, 1, 0, 1, 1, 1, 1, 1, 15.1203, 2.9873000000000003, 0, 0, 0, 14.330400000000001, 5.9343, 2.4761, 0, 10.9018, 7.928699999999999, 0.9994, 0, 0, 0, 0, 0, 0, 0, 0, 7.6021, 0.5931, 0.986, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 20.969099999999997, 0.9986, 4.1991, 0, 0, 14.2205, 6.9711, 3.0525999999999995, 0, 7.6545000000000005, 15.4844, 2.9905, 0, 0, 1.8635000000000002, 0, 0, 0, 0, 3.9351, 6.936700000000001, 0, 0.9869, 0, 0, 3, 5, 0, 4, 3, 4, 2, 0, 1, 1, 1, 1, 0, 1, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 0.9231, 0.9969, 1.9153, 0, 0, 3.5487, 1.8403999999999998, 3.7756000000000003, 0, 0.9908, 1.4949, 0.9973, 0, 0, 0, 0, 0, 0, 0, 0, 1.9925000000000002, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 3.9921, 0.9994, 1.9525000000000001, 0, 0, 8.8866, 1.9906, 0, 0, 2.9956, 4.9755, 0, 0, 0, 0, 0, 0, 0, 0, 0.9943, 3.9762000000000004, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",1680158918899563
"[1, 1, 1, 1, 1, 0, 0, 0, 0.9975, 0, 0, 0, 0, 3.9607, 0.9991, 0, 0, 0.9975, 0.9936, 0.9979, 0, 0, 0, 0, 0, 0, 0, 0, 0.9968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",113523748745557
"[1, 1, 1, 1, 1, 0, 0, 1, 0.9521, 0.991, 0.7621, 0, 0, 1.9842, 0.4169, 0, 0, 0, 0.9965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 3.9252000000000002, 0, 6.861599999999999, 0, 0, 1.9596, 0, 2.3808, 0, 3.9389, 5.9011000000000005, 0, 0, 0, 0, 0, 0, 0, 0, 3.4623, 5.968999999999999, 0, 0, 0, 0, 3, 5, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0]",697689596979025
"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1.9944, 5.741, 0, 0, 5.8712, 0, 0, 0, 0, 3.8699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 16.3647, 4.9935, 13.609499999999999, 0, 0, 15.341999999999999, 2.8156, 3.7643, 0, 16.5221, 15.921000000000003, 0.9945, 0, 0, 0, 0, 0, 0, 0, 0.9877, 8.937999999999999, 0, 0, 0, 0, 2, 2, 1, 1, 2, 4, 1, 1, 1, 1, 0, 1, 0, 0, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 0, 12.268899999999999, 3.8017999999999996, 3.9945, 0, 0, 12.5202, 2.4634, 2.5349, 0.941, 7.4103, 9.9749, 1.9978, 0, 0, 0, 0, 0, 0.9581, 0.9968, 0.9633, 7.9517999999999995, 0, 0, 0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",1468086266815937
"[1, 1, 1, 1, 1, 1, 1, 1, 8.2232, 0, 2.8552, 0, 0, 3.736, 4.8272, 0, 0, 8.6613, 9.8994, 0.9946, 0, 0, 0, 0, 0, 0, 0, 1.8634, 3.9882999999999997, 0, 0.9547, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",951998221479788
"[1, 1, 1, 1, 1, 1, 1, 1, 6.7138, 2.9965, 3.8396999999999997, 0, 0, 13.767000000000001, 4.1701, 2.9341, 0, 3.9036, 6.9435, 0.9947, 0.9582, 0, 0, 0, 0, 0, 0, 1.2368000000000001, 7.977099999999999, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",408282242636625
"[1, 1, 0, 1, 1, 1, 1, 0, 15.8511, 1.9987, 0, 0, 0, 9.361, 1.8467, 1.7641, 0, 1.9924, 4.941800000000001, 3.9904, 0.9582, 0, 0, 0, 0, 0, 0, 0, 5.9184, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 11.7339, 3.1209, 6.354299999999999, 0, 0, 12.874500000000001, 1.8916, 3.337, 0, 6.966799999999999, 9.5936, 2.9892, 1.6077, 0.6629, 0, 0, 0, 1.9536, 0, 0.9474, 9.6788, 0, 0.7841, 0, 0, 2, 6, 0, 2, 2, 4, 2, 0, 1, 1, 0, 1, 0, 0, 1]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 14.047600000000001, 0.9979, 16.576500000000003, 0, 0, 14.2651, 2.7432, 1.9775, 0, 5.9277, 7.979299999999999, 0.9967, 0.857, 0, 0.3312, 0, 0, 0, 0, 0, 12.045600000000002, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0]",1680158918899563
"[1, 1, 1, 1, 1, 1, 1, 1, 31.3103, 17.2375, 7.1909, 2.0695, 0, 31.3162, 8.7752, 7.0723, 0, 18.4917, 32.113299999999995, 8.9367, 0, 0.8844, 0, 0, 0, 0, 0, 3.7505999999999995, 14.9199, 0, 0, 0, 0, 2, 7, 12, 2, 10, 3, 3, 1, 1, 1, 0, 1, 0, 0, 1]",951998221479788
"[1, 0, 0, 1, 1, 1, 1, 1, 7.3574, 1.9729999999999999, 4.0281, 0, 0.7812, 3.5498000000000003, 0, 1.5665, 0, 4.7852, 3.9936, 1.9828999999999999, 0, 0, 0, 0, 0, 0, 0, 0, 2.9794, 0, 0.8351, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1523494334543575
"[1, 0, 0, 1, 1, 1, 1, 1, 5.9534, 0, 0, 0, 0, 4.954000000000001, 5.3778, 0, 0, 3.7844999999999995, 1.9872999999999998, 0.9926, 0, 0, 0, 0, 0, 0, 0.9952, 0, 1.9538, 0, 0, 0, 0, 1, 1, 2, 1, 3, 2, 2, 1, 0, 1, 0, 1, 0, 0, 1]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0.9988, 0.9773, 0, 0, 5.8203, 0.6262, 0, 0, 0, 1.9925000000000002, 0, 0, 0, 0, 0, 0, 0, 0, 0.3854, 1.9969000000000001, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",113523748745557
"[1, 0, 0, 1, 1, 1, 1, 1, 6.8282, 2.6356, 9.8067, 0.6264, 0.7491, 9.1429, 3.4484, 2.8504, 0, 4.958600000000001, 8.741999999999999, 1.9973, 0, 0, 0, 0, 0, 1.9590999999999998, 0, 2.9773, 4.9796, 0, 0.9794, 0, 0, 1, 2, 1, 1, 1, 3, 1, 0, 1, 1, 0, 1, 1, 0, 1]",1680158918899563
"[1, 0, 0, 1, 1, 1, 1, 1, 2.706, 1.9882, 2.9871, 0, 0, 3.8532, 0, 0, 0.935, 0.9959, 1.9824000000000002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9963, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 10.986700000000003, 1.9964, 3.8379, 0, 0, 7.476500000000001, 2.7076000000000002, 0.8233, 0, 5.9175, 10.9418, 1.9882, 0, 0, 0, 0, 0, 0, 0, 1.5913, 2.9891, 0, 0.9886, 0, 0, 2, 3, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 1, 1]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 37.7513, 2.7145, 8.247, 1.6475, 0, 19.247400000000003, 11.0347, 3.2169999999999996, 2.3655999999999997, 9.2706, 22.656399999999998, 7.9834, 0.9482, 0, 0, 0, 0, 0, 0.5516, 3.5172999999999996, 20.848399999999998, 0, 0.9735, 0, 0, 7, 7, 1, 4, 4, 7, 4, 0, 1, 1, 0, 1, 0, 0, 1]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 2.3712999999999997, 1.9192, 1.4194, 0, 0, 0.992, 0.875, 0, 0, 0.9975, 3.8710999999999998, 0.9968, 0, 0, 0, 0, 0, 0, 0.8527, 2.8903, 7.535099999999999, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0]",951998221479788
"[1, 1, 1, 1, 1, 1, 1, 1, 44.48049999999999, 1.8574, 4.8617, 0, 0, 21.8727, 12.619200000000001, 3.5865, 0.9623, 13.628, 21.999700000000004, 3.9592, 1.6933, 0, 0, 0, 0, 0, 0, 2.9318, 11.709599999999998, 0, 1.7911000000000001, 0, 0, 1, 9, 1, 1, 1, 5, 1, 0, 1, 1, 1, 1, 0, 1, 0]",408282242636625
"[1, 0, 0, 1, 1, 1, 1, 1, 13.750399999999999, 1.952, 7.1847, 0, 0, 22.2398, 5.196400000000001, 3.6754, 0, 4.9732, 13.499099999999999, 0.9979, 1.6779, 0, 0, 0, 0, 0, 0, 0, 9.48, 0, 0, 0, 0, 3, 4, 0, 3, 2, 4, 2, 0, 1, 1, 0, 1, 0, 1, 0]",1680158918899563
"[1, 1, 1, 1, 1, 1, 1, 1, 8.5207, 0.9247, 8.2775, 0, 0, 4.9722, 3.388, 0, 0, 7.665500000000001, 6.4799999999999995, 2.9867, 0, 0, 0, 0, 0, 0, 0, 6.5375000000000005, 5.8891, 0, 0.9959, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0]",52850385745
"[1, 1, 1, 1, 1, 0, 0, 1, 0.9969, 0.9967, 1.9841, 0, 0, 0.9999, 0, 0.9765, 0, 0.9994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 0, 1, 1, 1, 1, 1, 21.369700000000005, 2.989, 9.9498, 0, 0, 11.948900000000002, 4.4428, 1.7618999999999998, 0, 12.9581, 17.0993, 2.9787999999999997, 3.319, 0.63, 0, 0, 0, 0, 0, 2.9683, 15.903399999999998, 0, 0.9902, 0, 0, 5, 5, 1, 4, 1, 3, 1, 1, 1, 0, 0, 1, 0, 0, 1]",1523494334543575
"[1, 0, 0, 1, 1, 1, 1, 0, 17.9561, 1.9704000000000002, 5.4949, 0, 0.5988, 10.849, 2.178, 1.9355, 0, 10.8601, 5.8029, 2.9866, 0, 0, 0, 0, 0.741, 0, 0, 0, 5.9515, 1.0218, 0, 0, 0, 2, 3, 7, 1, 2, 1, 2, 0, 1, 1, 0, 1, 0, 0, 1]",1523494334543575
"[1, 0, 0, 1, 1, 1, 1, 1, 5.624300000000001, 0, 5.6412, 0, 0, 5.9674000000000005, 4.1592, 0.7665, 0, 3.9575000000000005, 7.7227, 0.9972, 0, 0, 0, 0, 0, 0.9776, 0, 0, 3.9459, 0, 3.7797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 9.5213, 5.849799999999999, 7.4984, 0, 0, 9.8903, 3.5427, 1.5137, 0, 7.947300000000001, 3.9885, 1.9984, 0, 0, 0, 0, 0, 0, 0, 0, 6.983700000000001, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 0, 0, 1, 1, 1, 1, 0, 15.6754, 1.9844, 7.512499999999999, 0, 0, 7.6196, 7.388999999999999, 0.9968, 0, 7.9649, 11.581300000000002, 1.9966, 0, 0, 0, 0, 0, 0, 0, 0.9934, 6.5944, 0, 0.9875, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",1523494334543575
"[1, 1, 0, 1, 1, 1, 1, 1, 3.9895, 1.9977, 2.9923, 0, 0, 6.8815, 2.927, 1.4516, 0, 2.9884000000000004, 5.714599999999999, 0, 0, 0, 0, 0, 0, 0, 0, 1.9441000000000002, 3.989, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 0, 9.6814, 2.8274, 2.8717, 0, 0, 8.3688, 1.7568, 4.25, 1.388, 3.8948, 6.8666, 2.988, 0, 0, 0, 0, 0, 0, 0, 4.6604, 8.9388, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 6, 1, 0, 1, 1, 1, 1, 0, 1]",408282242636625
"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 6.8693, 0, 0, 0.4656, 0, 0, 0, 0, 0.9913, 0.9976, 0, 0, 0, 0, 0, 0, 0.9915, 0, 2.9872, 0, 0, 0, 0, 2, 2, 0, 1, 2, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1523494334543575
